Sample	Polarity	Peak ID	Lipid name	RT (min)	Precursor m/z	Height	Area	Adduct	Formula	Ontology	InChIKey	Annotation tag	m/z matched	MS/MS matched	Simple dot product	Weighted dot product	Reverse dot product	Matched peaks count	Matched peaks percentage	Total score	S/N
VZ0000099_PL_Pos	POS	7712	PC O-58:8|PC O-38:4_20:4	10.484	796.62164	39007628	437351867	[M+H]+	C46H86NO7P	EtherPC	PTKWWHCMNOQBSL-WKUHSSGJNA-N	410	True	True	0.933	0.906	0.907	2.00	2.00	2.569	473.12
VZ0000099_PL_Pos	POS	7717	PC O-62:11|PC O-42:7_20:4	10.503	846.63678	554409	6215999	[M+H]+	C50H88NO7P	EtherPC	IDMAOTKSRHOQNI-PGZXGCCENA-N	410	True	True	0.932	0.885	0.933	3.00	2.00	2.575	13.48
VZ0000099_PL_Pos	POS	7732	SM 58:1;O2|SM 38:1;O2/20:0	10.544	759.63708	629410	6772380	[M+H]+	C43H87N2O6P	SM	AADLTHQNYQJHQV-JMUUFCRMNA-N	410	True	True	0.794	0.769	0.698	2.00	2.00	2.420	14.25
VZ0000099_PL_Pos	POS	7733	PC O-66:9	10.544	822.63715	11011558	128076032	[M+H]+	C48H88NO7P	EtherPC	PXHWTQUCUMFQHP-SFRKOHFQNA-N	420	True	True	0.922	0.905	0.910	2.00	1.00	1.924	186.67
VZ0000099_PL_Pos	POS	7742	PC 34:2	10.577	758.56915	864806	4663224	[M+H]+	C42H80NO8P	PC	RXPVDHQFHIMZPN-AUYXYSRINA-N	420	True	True	0.848	0.823	0.813	2.00	1.00	1.848	12.48
VZ0000099_PL_Pos	POS	7748	PC 37:2	10.662	800.61646	4168985	49974124	[M+H]+	C45H86NO8P	PC	LOOVXTAPKGYHKO-IUFKAHDJNA-N	420	True	True	0.865	0.899	0.832	3.00	1.00	1.877	120.18
VZ0000099_PL_Pos	POS	7762	PC O-56:4	10.768	758.60504	551051	8351606	[M+H]+	C43H84NO7P	EtherPC	RGQSOLCBGZNSEX-KMBURPGVNA-N	420	True	True	0.909	0.894	0.901	2.00	1.00	1.913	8.04
VZ0000099_PL_Pos	POS	7778	PC 40:4	10.866	838.63159	11274231	129752765	[M+H]+	C48H88NO8P	PC	AAYOXXRTLLISDA-ZPPAUJSGNA-N	420	True	True	0.918	0.902	0.861	2.00	1.00	1.901	373.93
VZ0000099_PL_Pos	POS	7787	PC 38:3	10.898	812.61670	4812189	56920708	[M+H]+	C46H86NO8P	PC	LLUINWFQEIMZRU-JOIBFBEQNA-N	420	True	True	0.870	0.890	0.839	4.00	1.00	1.880	95.31
VZ0000099_PL_Pos	POS	7813	PC O-54:4|PC O-36:2_18:2	10.944	772.62170	9699569	103963617	[M+H]+	C44H86NO7P	EtherPC	LMGTVCKIUNTOEP-IUFKAHDJNA-N	410	True	True	0.850	0.911	0.680	1.00	2.00	2.454	164.84
VZ0000099_PL_Pos	POS	7817	SM 64:3;O2|SM 40:2;O2/24:1	10.944	785.65320	46782460	506056076	[M+H]+	C45H89N2O6P	SM	OZXWZOLZFGMHJI-DTCGLEGBNA-N	410	True	True	0.868	0.915	0.695	2.00	2.00	2.465	489.35
VZ0000099_PL_Pos	POS	7826	PC O-68:10	10.944	848.65247	4583382	48614355	[M+H]+	C50H90NO7P	EtherPC	UTKRUKQRZXSAAN-CUZIJNPGNA-N	420	True	True	0.873	0.861	0.911	2.00	1.00	1.904	196.22
VZ0000099_PL_Pos	POS	7857	PC O-62:5	10.982	798.63770	1605978	22292384	[M+H]+	C46H88NO7P	EtherPC	QRNZBOJCLYDYKG-LVPVIALKNA-N	420	True	True	0.861	0.803	0.909	2.00	1.00	1.889	26.20
VZ0000099_PL_Pos	POS	7859	SM 66:5;O2|SM 42:3;O2/24:2	10.982	811.66888	744205	7411748	[M+H]+	C47H91N2O6P	SM	SAFPQDBNJOKZOV-CBMSYKLZNA-N	410	True	True	0.846	0.760	0.819	3.00	2.00	2.481	8.20
VZ0000099_PL_Pos	POS	7869	SM 60:1;O2|SM 38:1;O2/22:0	11.002	759.63733	84483190	1027993297	[M+H]+	C43H87N2O6P	SM	XNBRFUCJENKXCT-JMUUFCRMNA-N	410	True	True	0.869	0.920	0.698	2.00	2.00	2.468	1911.16
VZ0000099_PL_Pos	POS	7894	PC O-62:6|PC O-40:5_22:1	11.013	822.63763	1198527	15302975	[M+H]+	C48H88NO7P	EtherPC	POMGUCUWZJXFTQ-XEEIHNGGNA-N	410	True	True	0.882	0.847	0.920	3.00	2.00	2.550	19.98
VZ0000099_PL_Pos	POS	7922	PC 34:0	11.067	762.60065	13941709	161378665	[M+H]+	C42H84NO8P	PC	PZNPLUBHRSSFHT-UHFFFAOYNA-N	420	True	True	0.767	0.893	0.598	4.00	1.00	1.755	336.42
VZ0000099_PL_Pos	POS	7951	PC 42:5	11.201	864.64758	556205	7005851	[M+H]+	C50H90NO8P	PC	IBSDJJIYZZCALG-POAYTUCRNA-N	420	True	True	0.880	0.907	0.829	3.00	1.00	1.881	16.94
VZ0000099_PL_Pos	POS	7957	PC O-56:4	11.262	758.60455	316720	4133172	[M+H]+	C43H84NO7P	EtherPC	RGQSOLCBGZNSEX-KMBURPGVNA-N	420	True	True	0.902	0.866	0.883	2.00	1.00	1.896	4.11
VZ0000099_PL_Pos	POS	8037	SM 66:4;O2|SM 42:3;O2/24:1	11.401	811.66864	140695916	1600832402	[M+H]+	C47H91N2O6P	SM	BLBKGYQIQUVNRP-CLQBYUGCNA-N	410	True	True	0.891	0.806	0.833	3.00	2.00	2.506	1461.37
VZ0000099_PL_Pos	POS	8107	PC 36:1	11.433	788.61633	184441664	2344066044	[M+H]+	C44H86NO8P	PC	ATHVAWFAEPLPPQ-LNVKXUELNA-N	420	True	True	0.887	0.906	0.839	3.00	1.00	1.886	3286.35
VZ0000099_PL_Pos	POS	8133	SM 66:4;O2	11.445	785.65320	89162018	1040000300	[M+H]+	C45H89N2O6P	SM	NMEAJICTOSBCPZ-HLEFPVAINA-N	420	True	True	0.917	0.832	0.848	3.00	1.00	1.881	921.84
VZ0000099_PL_Pos	POS	8196	PC 38:2	11.534	814.63257	2392508	30539895	[M+H]+	C46H88NO8P	PC	HJYITXYOCDILBF-HKOLQMFGNA-N	420	True	True	0.688	0.789	0.580	1.00	1.00	1.708	80.89
VZ0000099_PL_Pos	POS	8235	PC 40:4	11.724	838.63190	1766692	20998340	[M+H]+	C48H88NO8P	PC	AAYOXXRTLLISDA-ZPPAUJSGNA-N	420	True	True	0.910	0.898	0.857	2.00	1.00	1.897	26.87
VZ0000099_PL_Pos	POS	8242	PC O-58:6|PC O-38:3_20:3	11.743	798.63745	2625366	34263040	[M+H]+	C46H88NO7P	EtherPC	WYIFXHMWDMCKKH-JOIBFBEQNA-N	410	True	True	0.928	0.909	0.919	3.00	2.00	2.573	42.10
VZ0000099_PL_Pos	POS	8246	SM 70:5;O2	11.763	811.66858	6676153	119800750	[M+H]+	C47H91N2O6P	SM	LYZUZJTUWOVQAZ-SURSUKJINA-N	420	True	True	0.856	0.914	0.689	2.00	1.00	1.818	70.29
VZ0000099_PL_Pos	POS	8251	PC O-66:8	11.785	824.65283	690646	8688775	[M+H]+	C48H90NO7P	EtherPC	WCIKRSMVMBTMPR-LTFXTMEVNA-N	420	True	True	0.860	0.917	0.669	1.00	1.00	1.810	8.66
VZ0000099_PL_Pos	POS	8261	PC 38:2	11.838	814.63208	7410484	90297875	[M+H]+	C46H88NO8P	PC	HJYITXYOCDILBF-HKOLQMFGNA-N	420	True	True	0.894	0.902	0.865	2.00	1.00	1.898	63.03
VZ0000099_PL_Pos	POS	8280	SM 59:1;O2|SM 39:1;O2/20:0	11.973	773.65326	716401	11661828	[M+H]+	C44H89N2O6P	SM	JZLHFUHATYARJO-MHAUTQJVNA-N	410	True	True	0.896	0.822	0.852	3.00	2.00	2.519	16.28
VZ0000099_PL_Pos	POS	8289	SM 66:2;O2	12.090	787.66907	1659759	22745281	[M+H]+	C45H91N2O6P	SM	SHRLPXBZQCWKMJ-IZHYLOQSNA-N	420	True	True	0.892	0.795	0.848	3.00	1.00	1.868	9.07
VZ0000099_PL_Pos	POS	8295	PC O-62:9|PC O-40:5_22:4	12.126	822.63684	610901	7527888	[M+H]+	C48H88NO7P	EtherPC	SJVIMEHEZSDCCE-BFAPQNTNNA-N	410	True	True	0.879	0.830	0.929	3.00	2.00	2.550	10.65
VZ0000099_PL_Pos	POS	8299	SM 62:0;O2	12.137	761.65308	2158935	26986013	[M+H]+	C43H89N2O6P	SM	WZSCABKLRFKQRR-UHFFFAOYNA-N	420	True	True	0.905	0.843	0.865	3.00	1.00	1.888	59.13
VZ0000099_PL_Pos	POS	8309	PC 38:2	12.186	814.63184	3152273	40650038	[M+H]+	C46H88NO8P	PC	HJYITXYOCDILBF-HKOLQMFGNA-N	420	True	True	0.891	0.893	0.858	2.00	1.00	1.892	30.22
VZ0000099_PL_Pos	POS	8321	PC O-68:9	12.252	850.66833	349609	4396158	[M+H]+	C50H92NO7P	EtherPC	CTDYEHIQUYBBEW-LNJNMWSONA-N	420	True	True	0.814	0.822	0.914	2.00	1.00	1.885	6.68
VZ0000099_PL_Pos	POS	8339	SM 67:5;O2|SM 43:3;O2/24:2	12.399	825.68451	835670	10390185	[M+H]+	C48H93N2O6P	SM	ORJJHIMATMVFDD-WTNYDWNINA-N	410	True	True	0.874	0.925	0.687	2.00	2.00	2.466	6.52
VZ0000099_PL_Pos	POS	8353	DAG 36:3; DAG 18:1-18:2; [M+NH4]+	12.455	636.55640	1443977	18325751	[M+NH4]+	C39H70O5	DAG	BLZVZPYMHLXLHG-RQOIEFAZNA-N	430	True	True	0.720	0.872	0.948	4.00	0.80	1.761	197.29
VZ0000099_PL_Pos	POS	8380	PC O-50:1|PC O-34:1_16:0	12.489	746.60626	344452	4448958	[M+H]+	C42H84NO7P	EtherPC	IQLHTKSHLGLPMG-MRCUWXFGNA-N	410	True	True	0.598	0.476	0.906	2.00	2.00	2.404	11.18
VZ0000099_PL_Pos	POS	8381	SM 65:3;O2|SM 41:2;O2/24:1	12.489	799.66888	18656190	238227491	[M+H]+	C46H91N2O6P	SM	MBAHHBLKGZXGQB-WCBWETCJNA-N	410	True	True	0.860	0.911	0.691	2.00	2.00	2.461	55.63
VZ0000099_PL_Pos	POS	8413	SM 62:1;O2|SM 39:1;O2/23:0	12.610	773.65314	23217984	322255139	[M+H]+	C44H89N2O6P	SM	DZDNLWWCTCDASI-MHAUTQJVNA-N	410	True	True	0.863	0.914	0.696	2.00	2.00	2.465	526.14
VZ0000099_PL_Pos	POS	8419	SM 70:4;O2	12.621	813.68481	1688547	23825932	[M+H]+	C47H93N2O6P	SM	BNOGWSLFXDUKEI-HLEFPVAINA-N	420	True	True	0.852	0.913	0.684	2.00	1.00	1.814	23.99
VZ0000099_PL_Pos	POS	8435	PC O-70:11	12.666	874.66876	681364	8894025	[M+H]+	C52H92NO7P	EtherPC	UKJAHMZPOLMQGS-SIKAAJLYNA-N	420	True	True	0.937	0.915	0.912	2.00	1.00	1.930	16.56
VZ0000099_PL_Pos	POS	8436	PC O-62:8|PC O-40:4_22:4	12.681	824.65265	1725213	22616237	[M+H]+	C48H90NO7P	EtherPC	CVUOILXZRKGCTJ-XXXLRELONA-N	410	True	True	0.952	0.917	0.923	3.00	2.00	2.581	43.62
VZ0000099_PL_Pos	POS	8442	PC O-68:10	12.717	848.65228	450685	4840730	[M+H]+	C50H90NO7P	EtherPC	UTKRUKQRZXSAAN-CUZIJNPGNA-N	420	True	True	0.672	0.692	0.932	3.00	1.00	1.834	19.81
VZ0000099_PL_Pos	POS	8443	SM 66:2;O2	12.726	787.66925	462066	7275162	[M+H]+	C45H91N2O6P	SM	SHRLPXBZQCWKMJ-IZHYLOQSNA-N	420	True	True	0.879	0.811	0.835	2.00	1.00	1.862	12.12
